Label,Subtype Type,Tags,Summary,Live on-chain,Description,URL,Image,Main Ecosystem,Twitter,Community,Whitepaper,Documentation,Confidence Level,Contact Info,Geographic Focus,v1,v2,v3
Sequestr,Product,Carbon | Vertical | Supply,"Sequestr is a scaling supply of carbon removal through better data, pricing & efficient capital throughout the entire project lifecycle. ",,"Sequestr partners with  farmers and project developers working on high quality carbon projects to provide exclusive access across maturity stage. These carbon offsets are verified by an independent third party, approved by Sequestr experts and listed on the  marketplace. Projects are listed with important buyer criteria such as regional data, methodology, price per ton and comps. These future certified carbon offsets are sold via an auction model using historical and predictive pricing data, demand signals and  proprietary risk modelling to determine the fair market price. Buyers can then engage in the secondary market to resell their carbon offset futures, buy from other resellers, and do a lot more than historically has been possible with existing carbon offset financial infrastructure.",https://www.sequestr.io/,https://uploads-ssl.webflow.com/614de7fdc7ae64126e6763de/61b0043e79d94ba8e29941a3_Black.svg,,https://twitter.com/sequestrio,,,,,,,0,1,1
Shamba,Data,RWAs,Shamba provides the data and tools needed to build real-world decentralized applications.,Yes,"Shamba provides the data and tools to build parametric real-world decentralized applications. Whether your application is crop insurance, carbon markets, or ESG projects, they provide what you need to power it. For developers, you can generate smart contract boilerplate code for onboarding specific geospatial data into your application, using Shamba App. Shamba also works closely with project teams to integrate geospatial analytics into their decentralized applications.",https://shamba.link/,https://shamba.link/wp-content/uploads/2021/10/LinkedIn-05-768x768.png,Celo,https://twitter.com/shambanetwork,https://discord.com/invite/jwMysGu7g4,TBA,https://docs.shamba.app/en/latest/ ,Good,https://shamba.link/#contact-1  ,N/A,1,1,1
Silta,Lender,RWAs | Standards,"Silta provides on-chain collateral which enables ESG-conscious infrastructure developers to access liquidity in DeFi. This is how Silta introduces a new class of products to the DeFi space. With steady interest rates, investments in real-world infrastructure can bring balance to crypto traders’ portfolios and shield against crypto winters.",,"For the borrower, silta offers on-chain collateral borrowing in SILTA, access to a new line of credit across multiple DeFi protocols, standardised collateral loan agreement, faster and simpler due diligence process. The Silta DAO membesr decide which infrastructure projects gain access to DeFi liquidity, give ESG-conscious projects an opportunity to get funded, help take crypto mainstream with real-world projects, and bring a new class of asset-backed investment opportunities to crypto investors. Silta is not a fund or an investment vehicle, and it will not invest people’s money on their behalf.",https://silta.finance/,,Avalanche,https://twitter.com/silta_fi,https://t.me/SiltaCommunity,https://silta.finance/whitepaper/,,,,,0,0,1
Silvi,dApp,Tree Planting,Silvi is helping build economic and coordination tools to contribute to the trillion tree target.,,,https://www.silvi.earth/,,Celo,,,,,,,,0,1,1
SimplexDNA,Protocol,Biodiversity,DNA-analysis-based biodiversity monitoring with unique token model to incentivize collection of samples,,,https://www.simplexdna.com,https://pbs.twimg.com/profile_images/1322927684163436546/F8d70MIc_400x400.jpg,Celo,https://twitter.com/SimplexDNA,TBA,,,,,,0,1,1
Single Earth,Protocol,Stewardship,"""Merit tokens"" for landowners from individuals",,,https://www.single.earth/,,TBA,,,,,,,,1,1,1
Socialstack,Protocol,Community,"Socialstack is the social token platform that gives a damn. Our platform enables community leaders and members to easily co-create value, while accomplishing impact missions.",Yes,We are driving cultural change through Web3 to create and support thousands of impact-driven currencies that catalyze grassroots solutions to solve society’s biggest challenges. ,https://www.socialstack.co/,https://uploads-ssl.webflow.com/60b7e8d49aa14e2920d193e3/61eb302f3c304abc306f80cd_Socialstack%20Logo.png,Celo,https://www.twitter.com/trysocialstack/,https://discord.gg/zMgAJV4eN4,,https://mirror.xyz/socialstack.eth,,,,0,1,1
Solid World,Product,Vertical | Carbon | Supply,Solid World DAO mission is to build core infrastructure to make forward carbon markets as liquid as possible - unlocking the value of forward deals for carbon projects and the institutions that buy them. ,,"The infrastructure that Solid World DAO is building makes historically illiquid assets liquid, by leveraging the power of decentralized finance. This opens the door for new kinds of previously unimaginable structures to be created around it. Loan facilities, self-repaying loans denominated in carbon, liquidity-provision-based carbon accumulation, and on-chain delivery de-risking among many others. Solid World DAO sees the power in having a public spot price for forward assets. Solid World DAO intends, after the successful launch of the core infrastructure, to develop a facility for specific forward agreements to be collateralized against the relevant commodity pool - unlocking capital efficiency for forward carbon trading. ",https://www.solid.world/,https://uploads-ssl.webflow.com/61b0ca1dafcb1123c1401c69/61b0ca8058f8e7a5e2e729e8_solid-logo-white.svg,TBA,https://twitter.com/solidworlddao,https://discord.com/invite/tfwDBpMmtx,https://docs.solid.world/,,,https://www.solid.world/#,,1,1,1
SouthPole,Registry,Standards,South Pole provides the tools to achieve a low-carbon reality. Our team of over 900 experts guide you towards innovative solutions to both mitigate risk and achieve your sustainability goals.,,,https://www.southpole.com/,,Web2,,,,,,,,0,1,1
Spectre Protocol,Protocol,Liquidity,Spectre enables anyone to mint ERC20 tokens backed by NFTs to create a fully liquid and permissionless art market.,Yes,,https://spectre.xyz/,https://spectre.xyz/assets/logo.2f7a2ef1.png,Celo,https://twitter.com/spectrexyz,https://discord.gg/JzaM5RSg7Q,,,,,,1,1,1
Spirals,DAO,Carbon | Demand,,Yes,,,,Ethereum,,,,,,,,0,0,1
Stabiliti,Protocol,Carbon | Tokenization,"We’ve created a straightforward and low friction approach to tokenise your carbon, extending your reach to new markets and creating new revenue opportunities.",,"We have established partnerships (and are actively continuing to do so) with likeminded and aligned groups and organisations who have roles within the global carbon ecosystem - these include, carbon projects and other producers of verified carbon credits, purchases of carbon credits, trading markets, certification and regulatory bodies.",https://www.stabiliti.io/,,TBA,,,,,,,,0,1,1
Starboard,Product,Plastic | Tree Planting | Ocean,Community of surfers and ocean enthusiasts joining forces towards a range of climate positive action,Yes,We empower Web3 Data Economies with insights and solutions: Design and experiment of novel incentives; Validation of economic robustness through modeling and simulation; Deployment and optimization of Web3 infrastructure and applications; Analytics and solutions for decision support and governance.,https://windsurf.star-board.com/,https://pbs.twimg.com/profile_images/1419651654844960770/GZh9A5N-_400x400.jpg,Celo,https://mobile.twitter.com/starboard_v,,,,,,,0,1,1
Steward,NFT,Community,"Steward is a new collective & community focused on the intersection of climate & web3. We are launching with a new, dynamic climate NFT that works for people and planet.",,,https://www.steward.eco/,,Celo,,,,,,,,0,1,1
SupermetahumanFutures,Association,Media,"Next gen strategic advisory and venture creation community that creates, accelerates, and invests in the iconic impact brands of the future",,"Supermetahumanfutures strategic advisory acts as a force multiplier for those with radical enterprise ideas; from entertainment and technology talent to early stage start-ups, right through to established heritage brands with the ambition to transform culture and operations to be exponentially more equitable, inclusive, and sustainable. ",https://supermetahumanfutures.xyz/,,Web2,,,,,,,,0,1,1
Sushiswap,DEX,Liquidity,"Swap, earn, stack yields, lend, borrow, leverage all on one decentralized, community driven platform. ",Yes,,https://sushi.com/,https://sushi.com/logo.png,Cross-EVM,https://twitter.com/sushiswap,https://discord.gg/CD2YdZzb7Z,,,,,,1,1,1
Symmetric,DEX,Liquidity,,Yes,,https://symmetric.finance/,,Celo,,,,,,,,0,0,1
Taamana,DAO,Media,Taamana is seeking the world’s best NGO’s and local community groups to become the founding generation of the new sustainability economy. We’re empowering members to transform sustainability actions into valuable assets we call Durable Stories.,,,https://taamana.com/,https://taamana.com/wp-content/themes/twentytwentyone/main_assets/images/taamana_logo_header.svg,Celo,https://twitter.com/taamanaeconomy,https://discord.gg/QFTcE6aS,,,,,,1,1,1
Taro Labs,Builder,,,,,,,Celo,,,,,,,,0,0,1
Thallo,Protocol,Carbon | Tokenization,"Thallo is using the power of blockchain technology to completely transform and improve the transparency, liquidity and efficiency of today’s carbon offset market.",,"Web3 carbon marketplace with an initial focus on KYC’d buyers, dynamic pooling and forward financing. Also interesting exchange tokenomics (e.g. royalties for high quality project developers).",https://www.thallo.io/,https://images.squarespace-cdn.com/content/v1/6115301a6583e001d0e6c281/3f6824f1-28dc-401e-a232-751fa4a168d3/Thallo+Logo_stacked_white+text.png?format=1500w,Celo,https://twitter.com/thallo_io,https://t.me/+CrIV0hQ2jPI3ZjBh,,,,,,0,1,1
Toucan Protocol,Protocol,Carbon | Tokenization,"Toucan’s infrastructure brings programmable carbon to Web3, unlocking its potential for a regenerative economy.",Yes,"The Toucan Protocol introduces a new money lego to DeFi: programmable carbon. They've designed the Toucan Protocol to radically improve much of what's broken with legacy carbon markets. The Toucan Protocol has been heavily inspired by the recommendations published by the Task Force on Scaling Voluntary Carbon Markets earlier this year. Toucan has built the infrastructure to bridge, fractionalize and pool carbon credits from legacy markets so they can be utilized in web3 markets.",https://toucan.earth/,https://mirror-media.imgix.net/publication-images/lIY5_b33CAa1NeCs_1eIM.png?h=1212&w=1278,Celo,https://twitter.com/ToucanProtocol,https://discord.com/invite/cDbWuZKWxe,https://toucan-protocol.notion.site/About-Toucan-68694adef18f4613a5f5b594a2d4a407 ,https://docs.toucan.earth/protocol/introduction/defi-refi ,,https://toucanprotocol.typeform.com/toucan-contact ,,1,1,1
Traditional Dream Factory,Ground,Village,"Focused on regenerative coliving while creating positive loops in all interactions between stakeholders, including nature, all life, and future generations.",,"TDF’s goal is to imagine how people live together, to put into practice years of research in creating abundant food systems that work with nature, to retain water in soils and avoid erosion and droughts, and to create human living systems that leave a positive trace on its environment. The idea is to prove we can optimize resources while nurturing a creative and thriving community and at the same time leave a positive trace on the environment, by building a big coliving space where people can live, create, and regenerate together. ",https://traditionaldreamfactory.com/,https://traditionaldreamfactory.com/images/logo-sheep.png?transparent,TBA,https://twitter.com/tdfinyourdreams/, https://t.me/+7yBqlNOMbRtlZmFh,https://docs.google.com/document/d/177JkHCy0AhplsaEEYpFHBsiI6d4uLk0TgURSKfBIewE/mobilebasic,TBA,Need more info,TBA,"Portugal, Abela",1,1,1
Treeconomy,Product,Carbon | Vertical | Supply,"Nature-based carbon removal company, on a mission to unlock nature's value. We are revolutionizing the forest carbon industry via the use of remote sensing technology and an end-to-end business model. We connect rural landowners to the global carbon offseet market, shrinking the carbon supply chain and providing a strong financial incentive for responsible woodland creation.",,"Project Development — We develop, package, annd sell carbon removal credits on behalf of landowners undertaking nature-based projects, providing them with a sustianable income stream and meeting companies' growing demand for high-quality offsets. Measurement and Monitoring — We use high-resolution remote sensing data to massively improve the accuracy of carbon accounting within carbon removal projects. We repeat this analysis on an ongoing basis to maintain the accuracy and trust for buyers so they can monitor their impact over time. Carbon Credit Sales — We only bring high-quality rigorously monitored carbon removal credits to the market which facilitate wider ecosystem and biodiversity benefits alongside climate benefits. Natural Capital Baselining — Natural Capital baselining is a critical starting point for any carbon project. Baselining carbon stock estimations allow you to make credible claims about additional activites and provide comprehensive future-proofing against regulations that are currently undermined. ",https://www.treeconomy.co/,https://images.squarespace-cdn.com/content/v1/5f5f4ec3d2b0854b18b6545f/1601022595055-NPLF7FXXKDQ41RMKLWNW/Picture+1.png?format=1500w,TBA,https://twitter.com/treeconomyltd?lang=en ,,,,,,,0,0,1
Treedano,NFT,,,,,https://www.treedano.earth/,,Cardano,,,,,,,,0,1,0
Treejer,dApp,Tree Planting,Treejer functions as a link between those who fund trees and those who plant them even in the most remote places on our planet. It records credit ownership and enables secure payment between different parties using smart-contracts.,Yes,"Treejer is an open protocol connecting funders to rural planters worldwide. The project is experimenting with cutting-edge concepts such as decentralized finance (DeFi), non-fungible tokens (NFTs) and smart contracts to unlock new opportunities in climate finance and rural development.  Treejer Protocol acts as a transparent bridge. Individuals and organizations are encouraged to fund trees with it and local communities are paid to plant and maintain them as they grow. The protocol uses blockchain-based smart contracts to receive funding for trees and redistribute it to planters and other stakeholders in a transparent way. A Local Development Fund distributes recurring micro-loans to participating communities for other sustainable development activities such as children education and local entrepreneurship. The Tree Rescue Fund acts as an insurance to plant new trees when wildfires or other natural disasters hit the sites. The Tree Research Fund sponsors scientific researches required for developing Treejer, such as impact analyses, economic modelling and finding allometric equations of tree species to estimate their absorbed carbon.",https://treejer.com/,https://treejer.com/logo/treejer.png,Polygon,https://twitter.com/Treejertalks,,https://docs.treejer.com/,,,,,0,1,1
Trees as Infrastructure,Product,Vertical,"Trees as Infrastructure establishes nature as a critical part of urban infrastructure, alongside bridges, roads and rail, enabling investment, profitability and sustainability.",,"As an intermediary asset servicer, funds nature-based projects, invests in natural hedging startegies, issues NbS contracts and performance reports, supports meeting ESG and CSR targets, and operates through transparent and verifiable impact certification. ",https://treesasinfrastructure.com/,,TBA,https://twitter.com/Trees_AI,,,,,,,0,1,1
TSVCM,Network,Standards,The Taskforce on Scaling Voluntary Carbon Markets is a private sector-led initiative working to scale an effective and efficient voluntary carbon market to help meet the goals of the Paris Agreement. ,,,,,Web2,,,,,,,,0,0,1
Ubeswap,DEX,Liquidity,Ubeswap is a protocol for decentralized exchange and automated liquidity provision on Celo.,Yes,,https://ubeswap.org/,https://pbs.twimg.com/profile_images/1362462748383223810/nbaGP_I6_400x400.png,Celo,https://twitter.com/ubeswap?lang=en,https://discord.com/invite/zZkUXCMPGP,,,,,,1,1,1
Ubeswap DAO,DAO,Governance,Governance for Ubeswap hosted on Romulus,Yes,,,,Celo,,,,,,,,1,1,1
Unios,NFT,,,,,https://unios.world/,,Ethereum,,,,,,,,1,1,1
Uniswap,DEX,Liquidity,Uniswap DEX product,Yes,,https://info.uniswap.org/#/,,Cross-EVM,,,,,,,,1,1,0
Uniswap DAO,DAO,Governance,"The Uniswap Protocol is an open-source protocol for providing liquidity and trading ERC20 tokens on Ethereum. It eliminates trusted intermediaries and unnecessary forms of rent extraction, allowing for safe, accessible, and efficient exchange activity.",Yes,,https://uniswap.org/,https://pbs.twimg.com/profile_images/1242184851152928769/wG2eTAfD_400x400.jpg,Ethereum,https://twitter.com/Uniswap,https://discord.gg/FCfyBSbCU5,,,,,,1,1,1
Universal Carbon,Product,Carbon,Tokenized carbon credit available only on the Uphold platform,Yes,,https://universalcarbon.com/,,Ethereum,,,,,,,,0,1,1
Untangled Finance,Protocol,RWAs,"Untangled Finance uses blockchain, legal automation and advanced analytics to digitally securitise, transact and monitor SME and green financing portfolios. We bring simplicity, transparency and liquidity to the alternative credit investment market.",,,https://www.untangled.finance/,https://pbs.twimg.com/profile_images/1298704659335520257/buhp5hNi_400x400.jpg,Celo,https://twitter.com/untangledfin,https://discord.com/invite/neucRJEWHe,,,,,,0,1,1
Valora,Wallet,,,Yes,,https://valoraapp.com/,,Celo,,,,,,,,1,1,1
Veritree,Protocol,Tree Planting,verify and amplify nature based solutions through technology,Yes,,https://www.veritree.com/,,Cardano,,,,,,,,1,1,1
Verra,Registry,Carbon | Supply,"Verra catalyzes measurable climate action and sustainable development outcomes by driving large-scale investment to activities that reduce emissions, improve livelihoods, and protect nature.",,"Verra is a global leader helping to tackle the world’s most intractable environmental and social challenges by developing and managing standards that help the private sector, countries, and civil society achieve ambitious sustainable development and climate action goals. Verra’s global standards and frameworks serve as linchpins for channeling finance towards high-impact activities that tackle some of the most pressing environmental issues of our day.",https://verra.org/,https://verra.org/wp-content/themes/delta/images/logo-color.svg,Web2,https://twitter.com/VerraStandards,https://vimeo.com/user9657739,,,,Media: media@verra.org; events: events@verra.org; https://verra.org/contact-us/,,1,1,1
VoizDAO,DAO,Standards,A fully-functioning gen Z sustainability community. Solarpunk investing and consumption.,,,https://www.voizdao.xyz/,https://pbs.twimg.com/profile_images/1455999743604125698/iFH-hFWC_400x400.jpg,Celo,https://twitter.com/voizDAO,https://discord.gg/bJ5tSPPq,,,,,,1,1,1
Wattz,Protocol,Energy | Mobility,,Yes,,https://wattz.org/,,Algorand,,,https://wattz.org/whitepaper,,,,,0,1,1
Wildchain,Game,Wildlife,Wildchain is a non-profit organization with the mission to inspire & empower individuals and organizations to protect endangered species and their habitats.,Yes,Wildchain is a non-profit climate action tool that lets you adopt wildlife and plant trees to cut your carbon footprint and support real-world conservation efforts - all within a mobile game.,https://wildchain.io/,https://wildchain.io/wp-content/uploads/2020/08/wildchain-footer-logo-140-e1599102564780.png,Celo,https://twitter.com/wildchainio,https://discord.gg/UZ9Uf6Y,TBA,TBA,Need more information,pigeons@wildchain.io ,,1,1,1
Wren,Product,Carbon,"Wren is for anyone who wants to tackle the climate crisis but isn’t sure where to start. It’s an approachable on-ramp to action: helping people to understand, reduce and offset their carbon footprint.",No,"The Wren Climate Portfolio offsets carbon through a curated selection of effective climate projects. A portion of funds is sent to policy groups, to extend Wren's impact beyond carbon offsets. The Portfolio's allocation is periodically updated to maximize impact. Wren members fund four types of climate solutions: 1) Technology; carbon removal technologies like biochar (in California) and mineral weathering (in Scotland) turn atmospheric CO2 into solid rock. 2) Tree Planting; Wren members help plant millions of native species every year. 3) Policy; Wren members support leading policy groups that push for changes to different systems that influence our planet’s climate (economy, agriculture, infrastructure, power grid). 4) Conservation; Wren helps to protect natural ecosystems like old-growth forests.",https://www.wren.co/profile/celo,https://projectwren.imgix.net/wren-bird-white.png?auto=format%2Ccompress&q=35&w=60,Web2,https://twitter.com/project_wren/ ,,,https://www.wren.co/blog/posts/year-1-financial-report https://www.wren.co/blog/posts/wren-financial-report-year-two https://www.notion.so/projectwren/f39023cc81034d2ca64d1fa184e685ad?v=80ee68408a4a4015a1d471485b860504 https://www.notion.so/Wren-Receipt-Ledger-ce9131ad39ef42c3b52f7ea6943c8e18 ,"Very transparent, however they send money to many different Organizations, meaning we also need to trust these orgs.",Email team@projectwren.com; Live chat https://www.wren.co/our-approach ,"USA, Scotland, Africa (continent), Amazon Rainforest",1,1,1
XELS,L1,Vertical ,"eco-tech platform offering a bespoke enterprise blockchain, coupled with a carbon credit-backed digital asset, for companies seeking a transparent and secure way to offset their adverse environmental impacts",Yes,,https://www.xels.io/,,Xels,,,,,,,,1,1,1
Project Zero,Network,,,,,,,,,,,,,,,0,0,1
Ecosapiens,NFT,Carbon,The Ecosapiens are NFTs created to sequester carbon forever. Ownership of an Ecosapien helps save our world and opens the door into theirs – the ecoverse.,No,,https://www.ecosapiens.xyz/,,,,,,,,,,0,0,1
RedemptionDAO,DAO,Carbon,RedemptionDAO is a movement to protect the forest and co-create nature-based revenue streams with the Congolese people.,,27M hectares of land in the Congo are being auctioned to oil companies. We want to win the auction & keep the land in the hands of the people!,https://www.redemptiondao.org/,https://pbs.twimg.com/profile_images/1552288897727692802/QLLTUhbq_400x400.jpg,,https://twitter.com/RedemptionDAO,https://discord.gg/ZrmkcBk6gB,,,,,,0,0,1
HBAR Foundation,Network,Funding,,,,,,Hedera,,,,,,,,0,0,1
